gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,truncated,flags,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,seeds_upstream,fast_transit_share,pagerank,hub,authority,betweenness
100000003366154100,peripheral,0,16,0.2659,"смешанные признаки: плательщиков 1, получателей 3, поток 414 170 KZT",1,false,false,fast_transit|mixed_signals,1,3,125000,289170,1,3,2.3134,10,1,0.000308864,0.0000535407,0.000461168,0.0000614671
100000007641183100,peripheral,0,2,0.2014,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 28 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,28000,0,1,0,0,7,0,0.000287028,0,0.000295242,0
100000008663007100,peripheral,0,24,0.1301,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 14 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,14000,0,1,0,0,1,0,0.000286954,0,1.94123e-12,0
100000007334196100,peripheral,0,16,0.2329,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 150 002 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,150002,0,1,0,0,8,0,0.000306661,0,0.0001228,0
100000003873332100,peripheral,0,14,0.2427,"смешанные признаки: плательщиков 1, получателей 4, поток 309 468 KZT",1,false,false,mixed_signals,1,4,23468,286000,1,8,12.1868,7,0,0.000288407,0,0.00215168,0.000893559
100000001550388100,peripheral,0,6,0.2048,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 50 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,50000,0,1,0,0,7,0,0.000293347,0,0.00215168,0
100000008718089100,peripheral,0,24,0.1313,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 15 534 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,15534,0,1,0,0,1,0,0.000287273,0,1.94123e-12,0
100000008728457100,peripheral,0,16,0.2183,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 45 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,45000,0,1,0,0,8,0,0.000290824,0,0.0001228,0
100000004206046100,peripheral,0,2,0.1904,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 11 075 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,11075,0,1,0,0,7,0,0.00028522,0,0.000295242,0
100000006579678100,peripheral,0,2,0.2662,"смешанные признаки: плательщиков 2, получателей 6, поток 1 861 730 KZT",1,false,false,mixed_signals|cycle,2,6,192930,1668800,2,15,8.6498,7,0.1208,0.00062161,0.0000100879,0.000297602,0.000448944
100000002988894100,peripheral,0,7,0.2629,"смешанные признаки: плательщиков 1, получателей 3, поток 383 621 KZT",1,false,false,mixed_signals,1,3,306121,77500,1,3,0.2532,10,0.3742,0.000344838,0,0.000461168,0.0000713329
100000008749406100,peripheral,0,24,0.1325,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 17 144 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,17144,0,1,0,0,1,0,0.000287609,0,1.94123e-12,0
100000005584222100,peripheral,0,6,0.2402,"смешанные признаки: плательщиков 2, получателей 2, поток 301 304 KZT",1,false,false,fast_transit|mixed_signals|cycle,2,2,192717,108587,6,3,0.5635,7,0.8619,0.000868751,0,0.00216889,0.0000386386
100000003239859100,peripheral,0,25,0.1344,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 18 600 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,18600,0,1,0,0,1,0,0.000287104,0,0.0000101,0
100000003980083100,peripheral,0,58,0.1938,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 30 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,30000,0,1,0,0,1,0,0.000525469,0,0,0
100000004351795100,coordinator,0.6471,4,0.4516,узлов сбора/раздачи за 2 шага: 39; прямых ветвей: 9; получателей: 14,1,false,false,cycle,3,14,118333,1715161,3,37,14.4944,7,0.3791,0.000311769,0.00277536,0.00401555,0.00242852
100000002666248100,peripheral,0,7,0.2406,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 70 032 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,70032,0,1,0,0,10,0,0.000297947,0,0.000461168,0
100000005877725100,peripheral,0,24,0.1493,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 70 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,70000,0,1,0,0,1,0,0.000298619,0,1.94123e-12,0
100000001697501100,distributor,0.6268,27,0.3366,получателей: 38; плательщиков: 3; исходящий поток: 1 482 606 KZT,1,false,false,cycle,3,38,123700,1482606,3,55,11.9855,1,0.4582,0.000587937,1.22854e-12,1.20199e-11,0.000205478
100000006972210100,consolidator,0.8,10,0.4358,"плательщиков: 3, прямых seed: 3; дальше: 0% входящего",1,false,false,,3,0,488775,0,4,0,0,8,0,0.000344381,0,0.000186443,0
100000008749618100,peripheral,0,24,0.1446,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 47 280 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,47280,0,1,0,0,1,0,0.000293886,0,1.94123e-12,0
100000008671026100,peripheral,0,24,0.1362,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 23 534 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,23534,0,1,0,0,1,0,0.00028894,0,1.94123e-12,0
100000001696818100,peripheral,0,30,0.1482,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 53 550 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,53550,0,1,0,0,1,0,0.000297218,0,0.0000678008,0
100000008679986100,peripheral,0,24,0.1337,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 19 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,19000,0,1,0,0,1,0,0.000287995,0,1.94123e-12,0
100000003616818100,peripheral,0,42,0.1962,"смешанные признаки: плательщиков 3, получателей 3, поток 318 100 KZT",1,false,false,mixed_signals|cycle,3,3,78000,240100,4,8,3.0782,1,0,0.000509771,7.82448e-218,1.36165e-217,0.00000198147
100000004156082100,distributor,0.3975,2,0.3923,получателей: 26; плательщиков: 5; исходящий поток: 2 319 556 KZT,1,false,false,fast_transit|cycle,5,26,377366.11,2319556,7,29,6.1467,7,0.959,0.00086147,0.00191438,0.00000773963,0.00204004
100000008667058100,peripheral,0,24,0.1327,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 17 534 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,17534,0,1,0,0,1,0,0.00028769,0,1.94123e-12,0
100000008628231100,peripheral,0,7,0.268,"смешанные признаки: плательщиков 1, получателей 2, поток 677 870 KZT",1,false,false,mixed_signals,1,2,50000,627870,1,19,12.5574,10,0.035,0.000293968,0,0.000461168,0.0000475552
100000008749063100,peripheral,0,24,0.1337,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 19 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,19000,0,1,0,0,1,0,0.000287995,0,1.94123e-12,0
100000004494983100,peripheral,0,24,0.141,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 35 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,35000,0,1,0,0,1,0,0.000291328,0,1.94123e-12,0
100000007648946100,peripheral,0,15,0.213,"смешанные признаки: плательщиков 1, получателей 1, поток 44 550 KZT",1,false,false,mixed_signals,1,1,19550,25000,1,1,1.2788,7,0,0.000287677,0.0000605621,0.00215168,0.00000291309
100000003037660100,peripheral,0,7,0.2372,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 53 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,53000,0,1,0,0,10,0,0.000294564,0,0.000461168,0
100000002679516100,consolidator,0.8333,25,0.4433,"плательщиков: 3, прямых seed: 1; дальше: 0% входящего",1,false,false,,3,0,102335,0,3,0,0,10,0,0.000324998,0,0.000155237,0
100000005588444100,peripheral,0,11,0.1293,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 12 300 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,12300,0,1,0,0,1,0,0.000284738,0,0.00000434142,0
100000001307612100,peripheral,0,24,0.1421,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 38 483 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,38483,0,1,0,0,1,0,0.000292054,0,1.94123e-12,0
100000003001564100,peripheral,0,2,0.2251,"смешанные признаки: плательщиков 1, получателей 1, поток 203 520 KZT",1,false,false,mixed_signals,1,1,23520,180000,1,1,7.6531,7,0,0.000286549,0,0.000295242,0.0000192202
100000002762076100,peripheral,0,11,0.1705,"смешанные признаки: плательщиков 2, получателей 1, поток 170 350 KZT",1,false,false,mixed_signals,2,1,140350,30000,2,1,0.2138,2,0,0.000297525,0,0.0000144414,3.96294e-7
100000005514161100,consolidator,0.6188,10,0.4133,"плательщиков: 4, прямых seed: 1; дальше: 12% входящего",1,false,false,,4,1,401500,50000,7,1,0.1245,9,0,0.000801182,0,0.00000445677,0.000040422
100000008746673100,peripheral,0,24,0.1459,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 53 048 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,53048,0,1,0,0,1,0,0.000295088,0,1.94123e-12,0
100000003265158100,transit,0.9446,25,0.4412,передаёт 106% входящего; 100% исходящих — за 2 дня,1,false,false,fast_transit,3,2,146100.4,154200,3,4,1.0554,9,1,0.000382469,0,0.0000194706,0.000176549
100000001567366100,terminal,0.6094,2,0.327,получено: 824 070 KZT; плательщиков: 1; исходящих: 0,1,false,false,,1,0,824070,0,4,0,0,7,0,0.000372057,0,0.000295242,0
100000008777088100,peripheral,0,24,0.133,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 18 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,18000,0,1,0,0,1,0,0.000287787,0,1.94123e-12,0
100000002589019100,peripheral,0,25,0.1418,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 34 710 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,34710,0,1,0,0,1,0,0.00028976,0,0.0000101,0
100000008666075100,peripheral,0,24,0.1375,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 26 217 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,26217,0,1,0,0,1,0,0.000289498,0,1.94123e-12,0
100000008137435100,peripheral,0,6,0.2504,"смешанные признаки: плательщиков 2, получателей 6, поток 1 513 606 KZT",1,false,false,mixed_signals|cycle,2,6,93906,1419700,2,7,15.1183,7,0.2944,0.000312531,0.00493174,0.0027945,0.000298409
100000004403675100,peripheral,0.0588,26,0.3388,"смешанные признаки: плательщиков 4, получателей 5, поток 447 679 KZT",1,false,false,fast_transit|mixed_signals|cycle,4,5,182980,264699,8,6,1.4466,7,0.5402,0.000734868,0.000100619,0.00221642,0.00278767
100000004677680100,peripheral,0,16,0.2572,"смешанные признаки: плательщиков 2, получателей 1, поток 231 000 KZT",1,false,false,fast_transit|mixed_signals|cycle,2,1,63000,168000,2,3,2.6667,8,0.9107,0.00108807,0,0.000123789,0.0000412145
100000005958064100,peripheral,0,8,0.2189,"смешанные признаки: плательщиков 1, получателей 2, поток 169 733 KZT",1,false,false,mixed_signals,1,2,5746,163986.84,1,3,28.5393,7,0,0.000284651,2.74839e-8,0.000295242,0.0000251282
100000002881669100,peripheral,0,25,0.1344,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 18 600 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,18600,0,1,0,0,1,0,0.000287104,0,0.0000101,0
100000002938501100,peripheral,0,2,0.193,"смешанные признаки: плательщиков 1, получателей 1, поток 13 395 KZT",1,false,false,mixed_signals,1,1,8395,5000,1,1,0.5956,7,0,0.000284934,0.00000119769,0.000295242,0.0000179439
100000006734554100,peripheral,0,60,0.1425,"смешанные признаки: плательщиков 1, получателей 1, поток 41 500 KZT",1,false,false,mixed_signals,1,1,16500,25000,1,1,1.5152,1,0,0.000310181,0,5e-324,5.94441e-7
100000008003034100,peripheral,0,2,0.2542,"смешанные признаки: плательщиков 1, получателей 4, поток 147 201 KZT",1,false,false,mixed_signals|cycle,1,4,12201,135000,1,4,11.0647,7,0.3593,0.00028534,0.0000914438,0.000295242,0.00199314
100000003970394100,peripheral,0,25,0.1525,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 85 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,85000,0,1,0,0,1,0,0.000298051,0,0.0000101,0
100000003205210100,peripheral,0,7,0.2488,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 137 563 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,137563,0,1,0,0,10,0,0.000311359,0,0.000461168,0
100000004559194100,terminal,0.1704,2,0.2527,получено: 282 145 KZT; плательщиков: 1; исходящих: 0,1,false,false,,1,0,282145,0,6,0,0,7,0,0.000314173,0,0.000295242,0
100000008173359100,peripheral,0,2,0.1834,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 6 110 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,6110,0,1,0,0,7,0,0.00028469,0,0.000295242,0
100000007953156100,peripheral,0,8,0.2121,"смешанные признаки: плательщиков 1, получателей 1, поток 28 000 KZT",2,false,false,mixed_signals,1,1,18000,10000,1,1,0.5556,8,0,0.000474584,0,0,0.0000198147
100000002224132100,peripheral,0.0588,3,0.3713,"смешанные признаки: плательщиков 5, получателей 4, поток 16 066 020 KZT",2,false,false,fast_transit|mixed_signals|cycle,5,4,3951020,12115000,10,25,3.0663,2,0.7268,0.00633845,7.4396e-302,1.31342e-301,0.00000624163
100000008547844100,distributor,0.3722,0,0.3742,получателей: 19; плательщиков: 3; исходящий поток: 2 042 199 KZT,2,false,false,cycle,3,19,177600,2042199,3,21,11.4989,8,0.4073,0.00034246,0.000014019,0.00000328275,0.00178761
100000002635780100,peripheral,0,11,0.246,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 163 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,163000.02,0,1,0,0,9,0,0.000552044,0,0,0
100000001279875100,peripheral,0,10,0.1477,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 49 235 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,49235,0,1,0,0,1,0,0.000301625,0,4.08825e-8,0
100000001961048100,peripheral,0,5,0.2174,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 150 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,150000,0,1,0,0,7,0,0.000302606,0,3.87669e-7,0
100000000993112100,peripheral,0,30,0.233,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 141 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,141000,0,1,0,0,8,0,0.000438496,0,2.82283e-293,0
100000005547096100,peripheral,0,45,0.1765,"смешанные признаки: плательщиков 1, получателей 2, поток 234 300 KZT",2,false,false,mixed_signals|cycle,1,2,8000,226300,1,3,28.2875,1,0,0.000885873,0,0,3.96294e-7
100000000331309100,distributor,0.7961,1,0.5458,получателей: 99; плательщиков: 5; исходящий поток: 23 001 375 KZT,2,false,false,sync_inflow|cycle,5,99,984635,23001375,8,126,23.3603,7,0.3584,0.000869742,0.157769,0.000227847,0.00455723
100000006684930100,peripheral,0,7,0.2177,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 10 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,10000,0,1,0,0,10,0,0.00029709,0,4.87648e-8,0
100000004479404100,peripheral,0,4,0.2636,"смешанные признаки: плательщиков 2, получателей 1, поток 1 792 000 KZT",2,false,false,mixed_signals|cycle,2,1,1492000,300000,8,2,0.2011,7,0,0.000859738,0,0.0000935212,0.0000961012
100000004134060100,peripheral,0,0,0.2223,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 88 179 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,88179,0,1,0,0,8,0,0.000326196,0,5.70424e-8,0
100000001083990100,peripheral,0,25,0.221,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 49 900 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,49900,0,2,0,0,8,0,0.000499146,0,0,0
100000004573782100,peripheral,0,11,0.1322,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 15 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,15000,0,1,0,0,1,0,0.000308176,0,1.0394e-293,0
100000005660203100,peripheral,0,2,0.2536,"смешанные признаки: плательщиков 1, получателей 2, поток 613 899 KZT",2,false,false,fast_transit|mixed_signals|cycle,1,2,572899,41000,12,5,0.0716,7,1,0.00094135,0.000143118,0,0.0000194184
100000008771627100,peripheral,0,27,0.1312,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 16 500 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,16500,0,1,0,0,1,0,0.000289599,0,2.48392e-14,0
100000000031787100,transit,0.8889,11,0.3421,передаёт 100% входящего; 44% исходящих — за 2 дня,2,false,false,cycle,1,2,90000,90000,2,4,1,1,0.4444,0.000428872,0.0000018776,1.0394e-293,3.96294e-7
100000001346560100,peripheral,0,12,0.2464,"смешанные признаки: плательщиков 2, получателей 1, поток 32 200 KZT",2,false,false,fast_transit|mixed_signals,2,1,10000,22200,2,1,2.22,11,1,0.000582978,0,2.39405e-308,0.0000257591
100000001703168100,peripheral,0,15,0.2264,"смешанные признаки: плательщиков 1, получателей 1, поток 135 000 KZT",2,false,false,fast_transit|mixed_signals,1,1,45000,90000,1,1,2,7,1,0.000291084,0,0.000142168,0.0000192202
100000004904960100,terminal,0,9,0.2404,получено: 32 000 KZT; плательщиков: 2; исходящих: 0,2,false,false,,2,0,32000,0,2,0,0,10,0,0.000773056,0,0,0
100000004467157100,peripheral,0,23,0.1992,"смешанные признаки: плательщиков 1, получателей 1, поток 27 000 KZT",2,false,false,mixed_signals|cycle,1,1,20000,7000,3,1,0.35,7,0,0.000384182,0.000930695,3.64959e-9,0
100000008346837100,distributor,0.2406,4,0.4566,получателей: 25; плательщиков: 9; исходящий поток: 1 258 643 KZT,2,false,false,fast_transit|sync_inflow|cycle,9,25,254359,1258643,12,26,4.9483,7,0.8516,0.000544059,0.0139226,0.000207906,0.00898116
100000006385877100,peripheral,0,10,0.1997,"смешанные признаки: плательщиков 1, получателей 1, поток 90 310 KZT",2,false,false,mixed_signals|cycle,1,1,53706.62,36602.93,5,5,0.6815,1,0.3033,0.00219487,0.00000983875,0,0
100000002459093100,peripheral,0,10,0.1783,"смешанные признаки: плательщиков 1, получателей 1, поток 555 000 KZT",2,false,false,mixed_signals,1,1,500000,55000,2,3,0.11,1,0,0.000387035,0,4.28283e-7,0.00000118888
100000005053653100,peripheral,0,4,0.2139,"смешанные признаки: плательщиков 2, получателей 1, поток 88 073 KZT",2,false,false,mixed_signals,2,1,63073,25000,2,1,0.3964,7,0,0.000311872,0,0.000418941,0.0000192202
100000001557930100,peripheral,0,19,0.1399,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 34 610 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,34610,0,1,0,0,1,0,0.000290553,0,0.0000287214,0
100000002820010100,peripheral,0,19,0.1382,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 30 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,30000,0,1,0,0,1,0,0.000289685,0,0.0000287214,0
100000000769919100,terminal,0.1111,40,0.2222,получено: 250 000 KZT; плательщиков: 1; исходящих: 0,2,false,false,,1,0,250000,0,1,0,0,1,0,0.000730686,0,0,0
100000003188607100,peripheral,0,11,0.1373,"смешанные признаки: плательщиков 1, получателей 1, поток 23 000 KZT",2,false,false,mixed_signals,1,1,18000,5000,1,1,0.2778,1,0,0.000313004,0,1.0394e-293,5.94441e-7
100000002836052100,peripheral,0,12,0.2304,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 15 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,15000,0,1,0,0,11,0,0.000303982,0,2.00745e-308,0
100000001102676100,transit,1,30,0.4263,передаёт 100% входящего; 100% исходящих — за 2 дня,2,false,false,fast_transit,1,1,50000,50000,1,1,1,8,1,0.000311315,0.000576177,1.43156e-282,0.0000239758
100000003390036100,peripheral,0,4,0.2927,"смешанные признаки: плательщиков 2, получателей 2, поток 293 300 KZT",2,false,false,mixed_signals|cycle,2,2,231300,62000,4,2,0.2681,11,0.1613,0.00131175,0,0.0000403786,0.000078268
100000008335401100,peripheral,0,11,0.245,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 150 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,split,1,0,150000,0,3,0,0,9,0,0.000547881,0,0,0
100000006994985100,peripheral,0,10,0.2148,"смешанные признаки: плательщиков 1, получателей 1, поток 58 700 KZT",2,false,false,fast_transit|mixed_signals,1,1,48500,10200,2,2,0.2103,7,1,0.000498323,0,2.35251e-7,0.0000196165
100000008356606100,terminal,0,2,0.2305,получено: 168 500 KZT; плательщиков: 2; исходящих: 0,2,false,false,,2,0,168500,0,2,0,0,7,0,0.000623003,0,0.00000171777,0
100000007930878100,peripheral,0,64,0.1216,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 5 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,5000,0,1,0,0,1,0,0.000480333,0,0,0
100000008389800100,peripheral,0.1111,2,0.245,"смешанные признаки: плательщиков 3, получателей 7, поток 590 620 KZT",2,false,false,fast_transit|mixed_signals|cycle,3,7,189000,401620,3,8,2.125,7,0.5363,0.000502011,0.000543229,0.00000258281,0.00015931
100000005474472100,peripheral,0,3,0.1642,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 100 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,100000,0,1,0,0,1,0,0.000541707,0,0,0
100000004486525100,peripheral,0.1111,4,0.2484,"смешанные признаки: плательщиков 8, получателей 2, поток 631 969 KZT",2,false,false,fast_transit|mixed_signals|sync_inflow,8,2,360924,271045,21,3,0.751,7,1,0.000800809,0.000464871,0.000301757,0.00000475552
100000003031890100,terminal,0.0361,35,0.1687,получено: 215 000 KZT; плательщиков: 1; исходящих: 0,2,false,false,,1,0,215000,0,10,0,0,1,0,0.000389789,0,3.83454e-218,0
100000008624978100,peripheral,0,0,0.225,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 109 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,109000,0,1,0,0,8,0,0.00033615,0,5.70424e-8,0
100000000790311100,peripheral,0,2,0.2076,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 46 300 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,46300,0,1,0,0,7,0,0.000298654,0,0.0000356763,0
100000008546855100,consolidator,0.5599,14,0.3727,"плательщиков: 6, прямых seed: 0; дальше: 14% входящего",2,false,false,fast_transit|sync_inflow|cycle,6,2,71790,10000,8,2,0.1393,7,1,0.0014141,0,0.000207142,0.0000588496
100000002863356100,peripheral,0,27,0.1475,"смешанные признаки: плательщиков 1, получателей 1, поток 65 000 KZT",2,false,false,mixed_signals,1,1,45000,20000,1,1,0.4444,1,0,0.000299206,0,2.48392e-14,0.00000138703
100000000332284100,peripheral,0.2381,4,0.2426,"смешанные признаки: плательщиков 10, получателей 3, поток 396 926 KZT",2,false,false,fast_transit|mixed_signals|sync_inflow,10,3,107426,289500,12,3,2.6949,7,1,0.00071272,0.001282,0.000356529,0.000109137
100000002605308100,consolidator,0.8462,8,0.5055,"плательщиков: 3, прямых seed: 0; дальше: 0% входящего",2,false,false,split,3,0,2569521.84,0,7,0,0,11,0,0.000878127,0,6.40607e-8,0
100000005931985100,peripheral,0,10,0.1531,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 76 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,76000,0,1,0,0,1,0,0.000311186,0,4.08825e-8,0
100000001166289100,peripheral,0,27,0.2192,"смешанные признаки: плательщиков 2, получателей 1, поток 746 039 KZT",2,false,false,fast_transit|mixed_signals|cycle,2,1,721039,25000,10,1,0.0347,1,1,0.00211624,1.07573e-14,2.50567e-14,0
100000008477350100,distributor,0.3824,9,0.4013,получателей: 39; плательщиков: 11; исходящий поток: 3 374 866 KZT,2,false,false,fast_transit|cycle,11,39,610100,3374866,14,44,5.5317,7,0.5699,0.00102728,0.0610598,0.000552934,0.00251719
100000003824464100,terminal,0,6,0.2218,получено: 200 000 KZT; плательщиков: 1; исходящих: 0,2,false,false,,1,0,200000,0,1,0,0,7,0,0.000321461,0,0.0000919076,0
100000002738256100,transit,0.8349,41,0.3383,передаёт 117% входящего; 100% исходящих — за 2 дня,2,false,false,fast_transit|cycle,1,1,150200,175000,1,1,1.1651,1,1,0.000506253,0,0,0
100000001857829100,distributor,0.1315,12,0.3235,получателей: 16; плательщиков: 6; исходящий поток: 2 390 993 KZT,2,false,false,fast_transit|split|sync_inflow|cycle,6,16,888535,2390993,9,16,2.6909,7,0.8155,0.000616547,0.00699081,0.00203776,0.0019596
100000008672762100,peripheral,0,27,0.1283,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 13 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,13000,0,1,0,0,1,0,0.000288419,0,2.48392e-14,0
100000001737722100,peripheral,0,30,0.2201,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 60 460 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,60460,0,1,0,0,8,0,0.000317021,0,1.43156e-282,0
100000005572303100,peripheral,0,2,0.217,"смешанные признаки: плательщиков 1, получателей 1, поток 95 000 KZT",2,false,false,mixed_signals,1,1,75000,20000,1,1,0.2667,7,0,0.000311561,0,0.00000260364,0.0000384405
100000008733049100,peripheral,0,2,0.1893,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 10 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,10000,0,1,0,0,7,0,0.000287194,0,0.0000356763,0
100000000850297100,transit,1,10,0.3435,передаёт 100% входящего; 100% исходящих — за 2 дня,2,false,false,fast_transit|cycle,1,1,17520,17520,1,1,1,1,1,0.000292324,0.00000975946,0.0000232281,0
100000005140601100,peripheral,0,6,0.2842,"смешанные признаки: плательщиков 3, получателей 2, поток 247 985 KZT",2,false,false,fast_transit|mixed_signals|cycle,3,2,52685,195300,4,5,3.7069,7,0.9744,0.00283693,0.00162446,0.00163027,0.0000196165
100000004410489100,peripheral,0,4,0.2078,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 54 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,54000,0,1,0,0,7,0,0.000312496,0,0.000159481,0
100000006852430100,peripheral,0,16,0.2518,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 37 000 KZT (нужно ≥ 200 000 KZT)",2,false,false,,1,0,37000,0,1,0,0,11,0,0.000533021,0,0,0
